2263.2
3432.4
1324.5
7543.8.3
2330.1.17
3432.6
2221.1
3422.5
1420.6
8131.18
2632.6.1
2164.2
2341.1.1
7312.5
9621.2
2320.1.6
8212.2
7123.1
5245.1
1221.3.1
3115.1.21
2164.1
8181.9
1349.1
2652.1.1
6130.1
2514.1
3119.16.3
2431.2
3134.1
3131.1
7511.1.1
2310.1.10
2643.3
8111.3
2114.1.8
3154.1.1
2250.7
3521.1.1
3353.2
2659.1
3412.4.12
2635.3.1
3322.1.1
8151.4
3412.4.5
2642.1.11
2320.1.5
5141.1.1
2411.1.4
2359.5
3412.4.7
1312.1
4214.1
2431.9
2149.8
6123.1
2529.6
2269.3
7112.1
3117.3
7412.1
3119.4
3323.2.1
3324.4.27
7312.6
8159.8
2144.1.21
4223.1
2149.14
2635.3.2
1324.2
6129.1
1111.6
3334.5
2163.1.8
8160.11
2511.5
5223.7.33
3115.1.16
8141.1.8
3122.5
2652.2
1431.2.3
7314.1
9121.1
3314.1
3131.3.3
8183.2
2120.3
8152.1.2
7532.4
7512.1
8156.2
2511.2
5411.1.1
0210.3
9129.2
3122.3.7
2632.2
3339.6
2359.4
3123.1.4
3114.1.7
8154.2
2511.7
2512.4.1
2152.1.14
2165.1
2511.4
5165.1.3
8142.4
7233.7
3114.1
3359.5.1
2330.1.8
2133.13
2142.1.2
3123.1.22
8160.39
1345.1.5
3342.2
8122.3
8331.2
3122.3.2
8114.6
5242.1
3115.1.1
2163.1.3.2
2413.1.4
2250.8
2651.2
4110.1.1
8143.7
2529.2
2152.1.5
4323.19
1321.2.1.1
2113.1
3123.1
3122.4.7
2412.6.3
5244.1
3115.1.18
2262.1.1
3254.1.1
5419.4
2631.2.1
2432.5
3240.2.1
5164.1.2
8341.3
2411.1.7
1420.4.30
6130.2
1213.6
2163.1.1
1324.3.2.13
3412.4.6
1321.2.2.2
6112.5
3152.3
2421.3
8155.1.1
2431.16
2359.13
2659.2.1
6223.1
2144.1.20
3118.3.6
4323.12
7533.4
6121.6
7233.15
7542.1
1324.3.1.6.12
3412.4.3
1420.4.5
2141.1
5165.2
1213.8
8181.3.2
3324.4.12
7223.19
2330.1.5
4214.2
5142.10
7213.3
3123.1.14
3435.7.1
8131.12
2431.10.4
4312.2.1
8160.23
2651.1
8160.50
3118.3.11
3355.2
2412.6
5249.2
3331.2
5223.7.3
2132.4
8160.13
2521.4
7515.1
1212.3
3512.4
5230.2
1111.2
3119.15
7534.3.2
2651.6
1439.5
3122.4.13
3230.1
8342.2
1411.2
5246.2
7231.10
2635.3
3311.3.4
5419.8
2152.1.15
3359.5
2654.1.7
8121.4
3155.1
5312.2
2264.2
3434.1.1
6221.3
2153.1
8211.1.1
3123.1.1
1221.1
2512.2
3123.1.2
3521.1.4
8151.3
2423.6
2163.1.7
2519.6
7221.3
5223.6
3256.1
2633.1
2529.7
8131.10
7223.1
2652.3.1
3435.15.1
2636.3
2131.7
2352.2
1219.7
2433.3
2269.2
3131.3.5
5322.1
1324.3.1.6.27
4225.1
1223.2.1
7536.2.7
2619.4
7223.16
3119.16.5
8160.49
2114.1.6
7212.2
2320.1.15
7532.7
4322.1
2653.1
7223.20
8350.4
2221.3
2643.6
9112.5
2529.3
7223.4.2
8343.3
2149.9.2
8156.1
1349.22
7125.2
3134.3
8131.8
3133.1.1
2643.2
2310.1.7
3115.1.15
3114.1.5
2149.2.7
3341.1
3331.2.1.35
7234.1
2519.7.1
8160.21
8131.19.2
2511.11
2149.11.2
0310.4
3118.3.2
4411.1
3423.2.4
2519.3
8160.40
7231.8
1219.1
3355.1
3331.2.1.3
9333.1
8155.1
2146.2
3119.10
1324.3.2.27
8342.7
1324.3.1.6.2
2320.1.2
1346.3
2320.1.10
1420.4.3
2431.10
3521.1.3
1324.3.1.6.32
2145.1.7
5131.2.2
8142.8
0210.1
5223.7.20
8122.4
2412.6.4
5312.1
5223.7.9
2144.1.16
2320.1.24
1222.1.1
3412.5
3214.3.1
9613.1
7544.1.1
2359.8
2131.4.11
2655.1
7231.9
2413.2
8159.2
3435.7
1112.5
8152.2
5230.1
8182.1
1221.4
7422.1
7323.3
2654.1.4
5132.1
4212.1
4211.1
7514.3
3118.3.4
7411.1.1
3111.3
2163.1.5
7511.6
7115.6
2612.1.1
3324.4.8
7313.1.3
2622.1
7511.1
3122.3.4
2422.2
8331.1.1
2310.2
1321.2.1.2
8122.1
5249.3
2359.11
2310.1.12
3132.1
3422.3
3118.3.13
5311.1.3
7536.2.3
2619.9
3122.4
2146.3
3435.5
2431.13
8111.4
8181.1
8332.2
8113.9
9129.3
2310.1.21
1420.4.27
8189.1
8151.2.3
2149.11
3352.1
2145.1.4
1324.3.2.25
3118.1
3412.4.10
3433.2
1324.3.1.4
2412.10
2654.1.2
2633.3
3112.9
4412.1
3116.1.1
2310.1.30
8160.46
1420.4.42
5249.2.1
2422.12.8
7122.4
2352.1.1
1321.2.2.1
2146.11
7422.7
7122.3
8122.8
2653.1.2
3312.2.1
3123.1.17
2612.1
2112.1.3
2659.3
2513.2
3258.2
2424.2
2310.1.25
1324.3.2.1
3111.8
2656.1
1221.3
8141.1.6
7313.1.1
2310.1.42
8312.2
8159.1
7231.5
3259.1
1324.3.2.16
5153.1
8219.1
7119.1
7312.3.1
7215.2.3
2632.1.2
2330.1.18
6114.1
8341.2
2166.10
3118.3.1
3343.1.3
3118.3.7
2413.1.1
9629.6
4312.1
3142.1
2149.2.2
6112.2.1
3339.4
8219.7
3315.1
3121.1.1
9112.3
1324.3.1.6.25
7215.2.1
2642.1.10
8160.14
3257.7
1345.1.4
9332.1
2619.1
2230.2.1
2359.2
4321.1.4
8212.5
5414.1
3240.2.2
6221.1
3240.2.3
3312.3
1431.2.1
8152.3.1
1345.1.10
2133.10
2152.1.11
3521.1.8
2166.14
5414.1.9
2422.12.2
3115.1.9
3114.1.2
9629.3
8131.19
3339.8
2654.3.2
1420.4.20
3115.1.5
2269.9.4
2149.2.8
2112.1.2
1211.1.4
8112.4
3331.2.1.13
2142.1.8
3112.3
3112.1.12
7316.1
8113.1
2149.9.8
1324.3.2.7
3122.4.11
2165.4.1
7543.3
2523.1
5165.1.1
2355.5
3153.2.4
2146.4
5142.8
5142.5
7323.1
2269.1
8142.10
5223.7.30
3122.4.15
3324.3
3111.6
2152.1
2149.4
2634.2.2
3141.2
2412.1
2519.7.2
3212.2
8131.14
2149.5.1
1420.4.38
3134.4
1411.3
7316.1.1
1324.3.1.6.11
4321.1.5
8160.22
2320.1.17
8172.5.3
1322.1.2
2166.11
7532.3
3421.1
5141.1
7536.2.6
7232.2
7233.4
7413.1.1
5223.7.1
8131.9
3341.6
2149.9.7
8343.5
3411.5
7223.2
3434.1
3422.4
2310.1.38
2166.8
5120.1.4
3119.6
1324.3.2.20
8160.6
7211.1.1
1219.2
4321.1.1
2434.3
8212.1
1112.3.1
3119.11
7213.2
7311.6
3435.22
4229.2
3435.23
8122.12
2112.1
7536.1.2
3311.3.1
2144.1.8
5152.1
2421.1.1
9312.1.6
7321.1.1
7233.6
9329.1
7115.5
7536.1
3119.12
5113.1.2
2146.5.1
8143.6
3240.1
4221.8
7115.1
9623.1
1349.8
5131.2.2.3
7115.7
3324.4.11
8350.1
9216.1
9121.2
1349.4
2619.7
3119.19
2269.4
3118.3.3
4226.1.1
8151.2.1
7318.4
8171.6
1324.8.2
1324.3.1.6.5
7543.10.2
5223.1
5153.1.1
2631.1
2320.1.19
8350.6
7223.4.5
1420.4.9
2635.3.14
3422.3.1
1330.9
2432.6
3423.2.3
3324.4.17
7536.2.2
8171.1
7133.4
2632.3
8111.1
2152.1.4
2166.3
7411.1
8181.4
8122.11
1342.2
2131.8.1
2431.12
2511.8
1120.3.1
3112.1.7
2422.8
2654.1.5
2310.1.3
2146.5.2
7122.2
1213.2.2
3139.2
7522.3
7532.6
3214.1
5223.7.35
7533.5
1321.3
2262.1.2.2
0310.5
4323.8
7531.2
3343.1.2
7113.1.1
2113.1.1
2144.1
5412.1
8332.3
7111.1
3435.25.3
3422.2
6112.2
7412.3
7223.15
7233.9
2330.1
2230.2.2
8113.2
3135.1
1324.3.1.6.22
8156.4
1411.1
2310.1.17
5223.7
2310.1.31
2631.2.2
2654.2
2330.1.16
2434.2
8121.3
3324.4.22
5111.2
8219.3
2144.1.17
2359.14
3435.20
7522.6
1324.3.2.35
3121.1
1439.4
2423.1
2422.12.11
2411.1.8
3351.1
8342.6
3123.1.26
5230.3
1223.2.1.3
3331.2.1.25
5164.10
2433.6.5
1219.5.4
8160.10
2250.9
3211.1
3513.1
1346.4
7233.5
3119.7
8183.3
2250.3
1112.7
7317.4
3312.1
8172.3
2633.1.1
2519.7.5
9510.1
3433.1
2310.1.15
7223.21
8112.3
7313.1
3252.1.1
3423.1.2.2.1
2654.3
8153.1.4
1324.3.1.6.28
7321.1
2114.1.5
2342.1
5249.2.1.5
8350.7
5223.7.15
1420.4.26
1420.4.29
2142.1.7
2514.2.1
3123.1.9
2320.1.11
1312.3
8151.2
3324.4.9
3412.4.8
7231.2
8131.2
2330.1.13
3411.4
5329.2
7516.2
2146.6
2421.1
5249.2.1.2
2622.2
2131.4.8
3113.1.2
5223.7.19
2421.5
3153.2.2.1
1341.1
8212.4
2519.7.4
2634.2
3119.14
7233.13
1345.1.8
5131.2.1
4419.1
2113.1.6
2131.4.6
2641.2
6121.2
3341.2
2431.10.2
2149.2.5
3422.1
2411.1.12
2353.2
7541.1
3339.3
2641.4.3
5164.1.1
4120.1
7233.12
1111.5
1344.1.1
1330.4
2152.1.2
3311.3
3331.2.1
2659.2.5
7126.6
2642.1.17
2149.15
3423.1.2.2
2643.4.1
5141.1.2
3331.3
2635.1
7213.4
3119.2
2151.1.1
2310.1.33
8181.10
3343.1.6
5142.4
7411.1.1.2
7213.1
2269.8.2
7314.3
2654.3.1
2422.6
3153.2.2
7211.1.3
4323.10
3342.1
1213.7
5153.1.3
7522.1
8312.3
3122.4.3
8141.1.4
7223.4
4311.2
8152.3.2
3344.3
7411.1.1.1
1420.4.34
7125.1
2262.1.2.1
7543.10
2162.1
2166.3.1
8159.3
2141.4
1213.5
2111.1
2133.6
8219.9
2351.2
2144.1.14
2310.1.41
7322.10
4221.6
1324.3.2.23
8113.7
2635.1.2
8160.2
2310.1.6
2422.12.3
1420.4.2
1431.1
2141.8
7322.1
7412.12
1324.3.1.6.29
4323.17
3112.10
1324.3.2.34
3351.3
2352.1.4
3331.2.1.18
3152.2
7315.1
1213.2
4323.4
8143.3
3332.2.2
3257.5
2131.3
7214.3
5111.2.2
3341.3
1439.2
7511.3
2632.1.1
8152.1
8121.5
2359.3
3341.7
4212.7
2149.17
8160.4
2519.1
3123.1.10
8160.35
1324.3.1.6
3432.1
3112.1.10
7126.7
2342.3
1431.2
8142.5
2146.8
5164.3
3435.10
3122.4.10
3153.2.1
2320.1
8131.2.1
2320.1.4
8160.47
2635.3.4
5163.4
2141.11
8113.6
3123.1.3
8160.25
5321.1.1
1431.2.2
2619.6
2654.1.6
1330.7
2422.13
2521.1
3344.2
1349.5
7223.25
2221.2
8114.5
3412.4
1324.4
8114.4
8160.51
3214.3
4213.1
2114.1.4
2422.5
8160.5
3258.1
3116.1.3
7412.2
8112.2
2310.1
2166.9
7534.3.4
2421.2
2635.3.15
2635.3.21
2320.1.22
2422.12.9
7215.1
7316.1.2
3131.3.8
4323.2
7522.7
2149.2.4
8172.6
8132.2
3411.8.1
7126.4
2263.1
2355.6
2519.7.3
7313.2
7543.7
2621.3
8211.4
0110.6
3214.2
3422.4.5
1324.3.4.1
8160.29
1420.4.23
3213.2
8153.1
1420.1
1330.1.1
2422.10
3119.1
2432.2
5414.1.5
7543.10.4
8122.5
0210.4
2151.1
3423.4
2310.1.27
8142.6
3119.16.2
3153.2.5
3115.1.12
3324.4.2
7412.5
8322.1
2413.1
2521.2
8343.1
5419.5
3422.4.6
1321.2.1.4
3324.4.20
3111.5
7223.11
2431.11
1219.5
8181.3
4223.1.1
2133.1
4110.1
2434.4
4224.2
2511.12
9312.1.5
3133.1.2
7126.10
8159.6
5329.3
7413.1.2
3435.2
8143.8
2431.6
3331.2.1.29
7312.2
8143.4
7223.10
1223.2
1346.1
2422.9
8131.1
1324.6
5311.2
1221.3.2.1.2
2152.1.6
2145.1.5
3123.1.20
5113.1.3
7232.3
1349.15
3257.3
7223.4.4.1
2634.1
7511.5
3113.2
8160.28
2146.1
2144.1.7
3412.4.9
1219.5.1
3123.1.24
1431.3
2269.5
2114.1.9
5165.1.2
8211.6
8171.9
5411.1
8181.3.1
1324.3.2.11
2145.1.6
3311.2.4.1
2141.2
1219.3
7223.4.4
1321.2
3513.2
8212.3
9212.4
2619.11
8219.5
8160.38
2163.4
7543.7.2
7514.2
2635.3.3
2133.11
1120.3
1222.1.2
7212.1
8156.2.3
8160.12
1111.1
1324.3.1.6.14
7126.11
7421.6
5142.12
3521.1
2166.4
2263.3
2511.14.1
5312.3
7127.1
2144.1.22
1213.1
2412.5
3321.2
2652.1
2310.1.35
2111.3
1324.3.1.6.17
2266.2
1324.8.2.1
2522.1.1
7513.2
7543.5
5141.1.3
1330.2
8350.3
8142.9
1324.3.2.24
4312.7
3432.5
3435.25.2
1420.4.1
3331.2.1.34
2411.1.10
2330.1.7
7316.3
6112.6
7412.10
2641.4.4
5223.7.27
2432.4
2320.1.1
2310.1.37
3411.7
7412.8
7534.2
2164.3
3324.1.1
2651.9
7316.1.4
4212.3
7531.5
7212.3.4
2433.1
2422.12.1
2631.2
3331.2.1.15
1321.2.5
4221.3.1
2635.3.8
8160.24
4221.4
3323.3
5223.4
3123.1.8
1324.8.3
7516.3
9411.1
9214.1
2163.1.3.3
2424.3
3321.1
2422.12.10
7223.4.6
3324.4.31
5249.2.1.6
1112.3.2
8152.3.3
3315.4
1324.3.3
2162.1.1
7215.3
9329.2
7114.2
8183.1
7221.2
2144.1.4
1120.1
2166.2
7233.11
2145.1.2
3122.3.3
2621.2
2353.1
8160.27
2432.1
7133.1
7317.5
4312.4
4415.1
8332.6
5241.2
1420.4.41
3122.1
2222.1
0110.3
2144.1.1.1
5153.1.2
1420.4.39
2356.1
3511.1
2513.1
2352.1
1349.12
7126.3
4227.2
2141.6
7131.3
5131.2.2.1
7133.3
1420.4.36
2142.1.3
3324.4.25
3324.4.21
8114.2
1324.3.1.6.18
3119.16
3435.21
9623.2
3435.15
2165.3
2351.3
2431.8
2635.1.4
1223.2.2.1
2522.1
3324.4.10
5223.7.2
2149.10
9212.1
3423.1.2.3
5142.1
3133.1
2310.1.20
7543.7.7
5419.10
8142.7.1
3119.13
8142.11
3331.2.2
2342.2
8141.1.1
3311.2.5
8131.3
2320.1.23
9123.1
2114.1.1
2412.6.2
3141.2.2
8189.2
1212.1
2611.1
7312.3.3
1420.4.10
2632.7
2522.1.2
5120.1.1
8160.30
7317.3
3117.5
2631.2.3
1420.4
1324.3.1.6.30
3257.1
2330.1.15
2132.3
2642.1
3112.1.1
8160.19
3122.2
3114.1.10
1324.3.1
2652.3.2
1324.3.2.9
3413.2
3412.4.13
3123.1.21
7313.1.7
1324.3.1.6.31
2320.1.20
1420.4.12
9112.1
3123.1.5
5161.1
8141.1.9.2
2423.5
3324.4.30
3324.4.7
5223.7.7
2120.5
8160.43
8182.2
1324.3.1.1
2146.10
2635.3.9
2269.8
2149.6
2659.2.6
2529.4
9215.1
3432.1.1
3111.10
3324.4.33
2310.1.29
3134.5
1330.3
2422.17
8219.11
4412.2
2152.1.12
7322.3
3324.4.26
2230.2.3
2330.1.3
3115.1.17
5223.7.37
7312.6.1
1349.23
2656.2
3118.2
3435.24
2433.4
8172.5
8114.3
3432.3
3423.2.1
7533.1
7223.7
3112.1.9
1324.3.2.26
2659.4
8113.5
2141.9
2152.1.13
1324.3.1.6.6
5223.7.5
1321.2.2.3
2310.1.4
3259.3
3353.2.1
4211.2
7233.3
3151.4
5152.2
3254.1
8142.14
2514.4
3122.4.12
5164.5
2642.1.16
3359.1
2211.1
7318.5
9112.4
5223.5
1120.6
8219.10
2230.1
7532.1
8121.7
2619.3
2519.2
2267.2
5112.3.1
7322.8
2269.9.3
2411.1.11
8113.8
2133.15.1
2651.11
2144.1.19
8160.26
3131.3.2
1324.3.2.8
3132.6
3324.4.34
9333.3
2330.1.1
3422.4.4
3118.3.5
2529.9
1420.4.28
2146.9
3122.4.5
4132.1
7224.2
2635.1.3
1349.20
8160.32
2422.3
2250.5
9212.2
3111.14
1420.4.21
5164.9
2113.2
3431.1
3423.1.2
2512.5
3139.1
2141.4.1
2131.4.1
2114.3
1324.3.1.6.4
2131.5
2359.9
9321.1
2654.1.3
3123.1.11
3324.4.29
3359.4
3435.11
3111.1.1
1221.6
2636.4
7214.2
8142.1
2163.3
1349.9
2131.4.2
3423.1.1
1324.3.2.31
8322.7
1221.3.2
3521.1.2
8160.31
4221.1
2151.2
8212.3.1
5223.7.31
5142.3
2412.8
8171.3
2635.3.16
1223.1.1
1111.7
3131.3.1
7132.1
3119.18
2643.1
7411.1.4
3411.8
5223.7.12
2529.8
2619.12
7523.3
2163.1.3
3119.2.1
4227.1
3412.4.11
4221.7
3259.7
2262.1
5411.1.4
8131.11
8155.1.2
5414.1.4
1420.4.32
7323.2
2651.8
6221.9
3331.2.1.19
3115.1.20
2359.12
2145.3
2412.11
5164.2.1.1.1
3324.4.15
8160.9
3259.5
2621.6
8341.1
5223.7.25
1111.4
3112.2
5413.1
1420.4.35
7514.1
3131.3
2642.1.14
7533.2
2320.1.18
5152.2.1
4323.5
1420.4.25
7313.1.4
2149.12.1
7223.24
2151.1.3
8211.5.3
9312.1.4
3521.1.7
3435.17
2143.1.3
7212.3
2619.8
3119.16.4
7533.3
9122.1
2269.8.1
2131.1
8160.3
7523.2
3334.3.2
3435.6
2152.1.10
9629.7
5419.1
6122.2
3153.1
4224.1
2152.1.9
3331.2.1.8
3115.1.19
2411.1.5
3332.1
5223.7.14
8322.4
8154.3
4323.20
7313.1.2
2144.1.9
2642.1.5
7215.4
3343.4
2330.1.2
8141.1.9
3434.1.2
7232.5
2141.5
1213.3
2152.1.1
7536.2.5
7534.3
1324.3.1.6.20
3122.3.1
8172.1
2634.2.3
2144.1.18
2310.1.40
1324.3.2.3
8121.2
5161.2
2519.5
3118.3
1420.4.33
2161.1
2262.1.2
5249.2.1.4
3312.5
3334.3
7536.1.1
2635.3.25
3331.2.1.1
9333.5
3412.1
3351.2
2320.1.14
2149.11.1
3112.8
1324.3.2.5
5111.1
8142.2
5112.2
2651.5
2513.3
2310.1.1
8322.5
7223.17
2635.3.19
3240.2
2320.1.7
3113.1
5411.1.2
2320.1.9
2432.8
1223.1
8114.8
2411.1.9
5131.1
7515.5
3131.2
3331.1
7232.1
6113.1
2636.1
2133.9
5223.7.22
8311.1
1324.3
2149.2.3
2320.1.3
3111.1
7233.10
8211.7
7126.9
2434.1
2133.5
2265.1
2310.1.39
8131.2.3
7318.1
2152.1.7
2144.1.3
6113.3
8171.4
3118.4
7532.2
4224.1.1
3252.4
8152.3
3435.16
2635.3.13
7119.3
1324.3.2.30
5223.7.23
3252.2
3331.2.1.28
7231.7
2310.1.18
8181.7
2351.4
3153.2
2212.1
3412.4.4
5112.1
3341.4
3151.3
7316.4
3434.1.3
1321.2.1.5
8312.4
5329.1
2264.1
3512.3
8332.7
2621.7
5120.1
7412.4
3324.4.5
1439.8
1346.5
3255.1
1212.2.1
1219.4
9411.2
2143.3
1420.4.8
7314.2
1324.3.1.3
6113.4
3154.1.3
2643.5
7543.7.5
5414.1.7
1321.2.4
1112.1
7317.1
1349.7
3435.19
5131.2.2.2
3257.4
7223.9
1221.3.2.1
1344.1.3
1349.19
2163.1
2359.1
7322.4
2310.1.32
1420.4.31
4312.2
3115.1
3153.2.3
7531.1
5113.1
7121.1
2431.10.1
2131.6
1112.2
3411.2
2529.5
3521.1.6
2433.2
3259.8
2120.6
8211.1
1324.8.1
1324.3.2.29
2412.3
3122.3
2431.1
0110.10
3115.1.3
2144.1.13
7515.3
3253.1.1
8160.44
7223.12
5249.2.2.1
2359.6
3122.4.6
6112.3
2143.2
2635.3.17
1330.6
2131.4.10
1321.2.1.3
2113.1.3
5163.1
8152.1.1
2144.1.11
8160.37
7515.2
3343.1.1
2131.4.12
3341.5
3315.7
3119.5
9520.1
2149.1
7321.1.6
7543.9
8141.1
3434.1.2.1
2166.13
3123.1.7
1324.3.2.12
7124.1
2631.2.4
7421.5
6121.1
3115.1.13
9333.6
8342.10
1219.5.5
8181.2
3521.1.11
1312.2
4221.2
2149.9.1
2511.15
6221.5
7114.1
2114.2
8172.5.1
7322.9
2635.3.18
2643.4
7222.3
3324.4.24
3512.1
2143.1.4
3312.6
4313.1
2144.1.15
8219.8
2634.2.4
2149.9.9
2635.3.12
3154.2
2641.4
7543.7.1
1324.3.2.18
3111.13
3133.1.3
7543.4
7422.3
3312.4
3334.2.1
8342.5
7133.2
7223.22
7132.3
3433.3
3115.1.6
5223.7.24
8181.6
3435.25.5
7543.8.2
1223.2.1.4
3112.1.8
2511.10
2149.9
2651.7
8122.10
3257.4.1
1324.7
1324.3.2.19
2145.2
4221.5
2141.10
8321.1
5223.7.36
1211.1.2
3119.9
2511.13
7523.4
2149.2.7.1
2359.10
7223.6
1324.8
2143.1
2654.5
2642.1.1
2632.1
2114.1.2
1324.3.1.6.23
8142.13
3122.4.4
3123.1.16
7223.3
3255.3
7215.2
8183.7
2521.3
6121.5
7318.2
5246.1
8132.1
3331.2.1.20
7312.4
2422.12.5
2310.1.22
2642.1.2
1420.4.15
2261.2
3324.4.16
2144.1.2.1
2621.8
1324.3.2.15
2269.11
2513.4
8212.3.4
3131.3.9
7321.1.2
7523.6
2611.1.2
2165.2
2651.10
5243.1
2120.6.1
1322.2
7232.4
3131.3.6
3411.6
3123.1.23
2659.2
1420.2
3411.3
3111.11
9216.4
3331.2.1.6
2142.1.9
3354.3
2149.12
3142.1.2
2151.1.5
7119.4
1420.4.16
8322.3
5414.1.1
7233.1
7317.2
7521.2
3422.4.7
2310.1.19
1219.1.1
3114.1.1
2352.1.2
0110.8
2131.4.7
7422.2
2431.5
7543.11
7317.6
5120.1.2
6223.2
0310.3
2310.1.26
5221.1
2133.2
3311.2.4
7412.9
7323.4
3331.2.1.26
2432.3
3131.3.4
2153.1.1
2635.3.11
3412.4.1
0110.4
3112.1.5
7212.3.2
1420.5
2413.1.2
2432.9.1
5249.2.1.1
4323.14
2635.1.5
7221.4
3343.2
1349.21
5142.11
1219.6
8160.55
2433.6.2
7231.6
7543.9.3
8172.4
1324.3.1.6.9
1341.3
2355.1
2265.1.1
8211.5.2
3122.4.9
2132.2
2145.1.8
7115.3
7543.7.6
5414.1.8
0110.2
3253.1
5211.1
4222.1
7231.1
8160.1
3334.2
3324.4.23
1323.1.2
3411.1
2141.4.2.1
0110.7
7541.3
7312.6.2
8153.1.2
4221.3
5222.1
3122.4.16
2250.1
9212.3
2310.1.2
7422.5
1344.1
3312.7
2114.1.10
2634.2.1
8114.7
3118.3.12
2131.4.3
8332.4
2642.1.4
2114.1
2412.7
3142.1.3
1324.3.2.33
8131.2.6
2149.9.6
1324.3.1.2
3122.4.1
4419.2
2166.1
3313.3
2514.3
5164.8
7115.4
2111.2
5142.6
7221.1.1
1324.3.1.6.15
2511.16
2263.5
7511.2
6221.7
2132.1
3112.1.6
2513.5
2131.4.5
3259.4
3352.2
7312.3.2
9333.4
2635.3.23
8160.54
2632.5
8171.8
8122.7
3315.8
5419.3
8172.2
3114.1.3
5132.1.1
2633.2
3313.1
7133.5
3213.1
2230.2
4323.15
2422.18
2310.1.34
4312.6
7312.3
1321.2.3
2653.1.1
5222.1.1
2635.3.27
3331.2.1.12
1324.3.2
3331.2.1.24
1323.1.1
3323.2.2
